ciclo,periodo,tipo_recurso_clase,desc_tipo_recurso_clase,rubro,desc_rubro,tipo,desc_tipo,clase,desc_clase,concepto,desc_concepto,concepto_especifico,desc_concepto_esp,monto_estimado,monto_recaudado
2019,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.2,Por Incentivos de Fiscalizaci¢n y Gesti¢n de Cobro,8.4.2.2,Por Gastos de Ejecuci¢n,,,1335492,1045484
2019,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.2,Por Incentivos de Fiscalizaci¢n y Gesti¢n de Cobro,8.4.2.3,Por el Impuesto Sobre la Renta,,,711304284,1221327790
2019,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.3,Por la Participaci¢n de la Recaudaci¢n de Impuestos Federales,8.4.3.3,Otros,,,0,1300
2019,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.6,Fondo de Compensaci¢n del R‚gimen de Peque¤os Contribuyentes y del R‚gimen de Intermedios,,,,,119603503,78235346
2019,Cuenta Pública,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producci¢n, el consumo y las transacciones",1.3.1,Sobre Espect culos P£blicos,,,,,464395993,403250368.9
2019,Cuenta Pública,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producci¢n, el consumo y las transacciones",1.3.2,"Sobre Loter¡as, Rifas, Sorteos y Concursos",,,,,499617650,456685236.1
2019,Cuenta Pública,1,Ingresos locales,1,Impuestos,1.7,Accesorios de los Impuestos,1.7.1,Accesorios de los Impuestos,,,,,710809454,428047402.1
2019,Cuenta Pública,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.5,Por Descarga a la Red de Drenaje,,,,,326737062,292278080
2019,Cuenta Pública,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.6,Por los Servicios de Recolecci¢n y Recepci¢n de Residuos S¢lidos,,,,,20897805,19047407.62
2019,Cuenta Pública,1,Ingresos locales,4,Derechos,4.4,Otros Derechos,4.4.1,Otros Derechos,,,,,420801304,307763803.2
2019,Cuenta Pública,1,Ingresos locales,5,Productos,5.1,Productos,5.1.2,"Derivados del uso, aprovechamiento o enajenaci¢n de bienes no sujetos al r‚gimen de dominio p£blico",5.1.2.1,Enajenaci¢n de Bienes Muebles no Sujetos a ser Inventariados,5.1.2.1.3,,3905725,2079082.74
2019,Cuenta Pública,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.1,Multas,6.1.1.1,Multas de Tr nsito,,,517109563,584954087.3
2019,Cuenta Pública,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.1,"Sanciones, Responsabilidades e Indemnizaciones",,,21625579,1359018473
2019,Cuenta Pública,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.4,Aprovechamientos provenientes de obras p£blicas,6.1.4.1,Sobre Tierras y Construcciones del Dominio P£blico,,,490985420,466475611.8
2019,Cuenta Pública,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.6,Otros Aprovechamientos,6.1.6.3,Aprovechamientos que se Destinen a la Unidad Generadora de los mismos,,,475667171,532992056.6
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.2,Fondo de Fomento Municipal,,,,,4103362471,3785124961
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.6,Por ingresos derivados del entero de impuestos,,,,,10074211845,9631365729
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.1,Fondo de Aportaciones para los Servicios de Salud,,,,,4605761635,4577361058
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.6,Fondo de Aportaciones para la Infraestructura Social,,,,,1164772472,1160718227
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.1,Impuesto sobre Autom¢viles Nuevos,,,,,2294643560,1864399123
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.2,Por Incentivos de Fiscalizaci¢n y Gesti¢n de Cobro,8.4.2.1,Por el Impuesto al Valor Agregado,,,1328907983,2505496014
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.2,Por Incentivos de Fiscalizaci¢n y Gesti¢n de Cobro,8.4.2.3,Por el Impuesto Sobre la Renta,,,1422608565,2750422866
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.3,Por la Participaci¢n de la Recaudaci¢n de Impuestos Federales,8.4.3.3,Otros,,,0,3016
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.4,Por Multas Administrativas Impuestas por Autoridades Federales No Fiscales,,,,,34604320,20179175
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.6,Fondo de Compensaci¢n del R‚gimen de Peque¤os Contribuyentes y del R‚gimen de Intermedios,,,,,199986193,132513482
2019,Cuenta Pública,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.5,Fondos Distintos de Aportaciones,8.5.1,Fideicomiso para la Infraestructura de los Estados,,,,,0,183121194.4
2019,Tercer Trimestre,1,Ingresos locales,1,Impuestos,1.2,Impuestos sobre el patrimonio,1.2.1,Predial,,,,,14723703115,16956132054
2019,Tercer Trimestre,1,Ingresos locales,1,Impuestos,1.7,Accesorios de los Impuestos,1.7.1,Accesorios de los Impuestos,,,,,523243237,251821014.7
2019,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.1,Por los Servicios de Gr£a y Almacenaje de Veh¡culos,,,,,32312463,29090485.9
2019,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.6,Por los Servicios de Recolecci¢n y Recepci¢n de Residuos S¢lidos,,,,,16489936,14762366.92
2019,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestaci¢n de servicios,4.3.2,Por la Prestaci¢n de Servicios de Registro Civil,,,,,185039162,189278593.2
2019,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.5,Accesorios de los Derechos,4.5.1,Accesorios de los Derechos,,,,,193979752,90033366.81
2019,Tercer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.1,Productos derivados del uso y aprovechamiento de bienes no sujetos a r‚gimen de dominio p£blico,5.1.1.3,Venta de Hologramas de la Verificaci¢n Vehicular Obligatoria,,,267305916,256304878.2
2019,Tercer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.1,Multas,6.1.1.1,Multas de Tr nsito,,,386769667,455998445.9
2019,Tercer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.1,"Sanciones, Responsabilidades e Indemnizaciones",,,18568552,1350098643
2019,Tercer Trimestre,3,Ingresos del Sector Paraestatal,7,"Ingresos por Venta de Bienes, Prestaci¢n de Servicios y Otros Ingresos",7.2,Ingresos por Venta de Bienes y Prestaci¢n de Servicios de Entidades Paraestatales y Fideicomisos No Empresariales y No Financieros,,,,,,,7453979534,9011829378
2019,Tercer Trimestre,3,Ingresos del Sector Paraestatal,7,"Ingresos por Venta de Bienes, Prestaci¢n de Servicios y Otros Ingresos",7.3,Ingresos por Venta de Bienes y Prestaci¢n de Servicios de Entidades Paraestatales Empresariales No Financieras con Participaci¢n Estatal Mayoritaria,,,,,,,688929153,544390514.8
2019,Tercer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.4,Fondo de Fiscalizaci¢n y Recaudaci¢n,,,,,2863586826,2706668795
2019,Tercer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.3,Fondo de Aportaciones para la Seguridad P£blica,,,,,441779221,450132812.9
2019,Tercer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y las Demarcaciones Territoriales,,,,,5193215055,5349381280
2019,Tercer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.1,Impuesto sobre Autom¢viles Nuevos,,,,,1672527451,1336814018
2019,Tercer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.2,Por Incentivos de Fiscalizaci¢n y Gesti¢n de Cobro,8.4.2.2,Por Gastos de Ejecuci¢n,,,2003238,3121115
2019,Tercer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.3,Por la Participaci¢n de la Recaudaci¢n de Impuestos Federales,8.4.3.1,Por el Impuesto sobre la Renta por Enajenaci¢n de Bienes Inmuebles y Construcciones,,,625395128,476709799
2019,Tercer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.4,Por Multas Administrativas Impuestas por Autoridades Federales No Fiscales,,,,,27419155,13006946
2019,Tercer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.6,Fondo de Compensaci¢n del R‚gimen de Peque¤os Contribuyentes y del R‚gimen de Intermedios,,,,,167062313,110230037
2019,Tercer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.5,Fondos Distintos de Aportaciones,8.5.2,Fondo de Estabilizaci¢n de los Ingresos de las Entidades Federativas,,,,,0,299254299.5
2019,Anual,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producci¢n, el consumo y las transacciones",1.3.1,Sobre Espect culos P£blicos,,,,,464395993,
2019,Anual,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producci¢n, el consumo y las transacciones",1.3.2,"Sobre Loter¡as, Rifas, Sorteos y Concursos",,,,,499617650,
2019,Anual,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producci¢n, el consumo y las transacciones",1.3.3,Por la Prestaci¢n de Servicios de Hospedaje,,,,,512220156,
2019,Anual,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.4,Por los Servicios de Construcci¢n y Operaci¢n Hidr ulica y Por la Autorizaci¢n para Usar las Redes de Agua y Drenaje,,,,,170968368,
2019,Anual,1,Ingresos locales,4,Derechos,4.3,Derechos por prestaci¢n de servicios,4.3.1,Por Cuotas de Recuperaci¢n por Servicios M‚dicos,,,,,13412525,
2019,Anual,1,Ingresos locales,4,Derechos,4.3,Derechos por prestaci¢n de servicios,4.3.4,"Por la Prestaci¢n de Servicios del Registro P£blico de la Propiedad y de Comercio, y del Archivo General de Notar¡as",,,,,1510320377,
2019,Anual,1,Ingresos locales,4,Derechos,4.3,Derechos por prestaci¢n de servicios,4.3.5,Por los Servicios de Control Vehicular,,,,,2882284448,
2019,Anual,1,Ingresos locales,4,Derechos,4.3,Derechos por prestaci¢n de servicios,4.3.7,Por los Servicios de Alineamiento y Se¤alamiento de N£mero Oficial y Expedici¢n de Constancias de Zonificaci¢n y Uso de Inmuebles,,,,,83681667,
2019,Anual,1,Ingresos locales,4,Derechos,4.4,Otros Derechos,4.4.1,Otros Derechos,,,,,420801304,
2019,Anual,1,Ingresos locales,5,Productos,5.1,Productos,5.1.1,Productos derivados del uso y aprovechamiento de bienes no sujetos a r‚gimen de dominio p£blico,5.1.1.2,Productos que se Destinen a la Unidad Generadora de los mismos,,,582773127,
2019,Anual,1,Ingresos locales,5,Productos,5.1,Productos,5.1.2,"Derivados del uso, aprovechamiento o enajenaci¢n de bienes no sujetos al r‚gimen de dominio p£blico",5.1.2.1,Enajenaci¢n de Bienes Muebles no Sujetos a ser Inventariados,5.1.2.1.3,Tierras y construcciones,3905725,
2019,Anual,1,Ingresos locales,5,Productos,5.1,Productos,5.1.4,Otros productos que generan ingresos corrientes,5.1.4.1,Otros productos,,,7157524,
2019,Anual,1,Ingresos locales,5,Productos,5.1,Productos,5.1.3,Accesorios de los Productos,,,,,0,
2019,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.1,Multas,6.1.1.2,"Otras Multas Administrativas, as¡ como las Impuestas por Autoridades Judiciales y Reparaci¢n del da¤o denunciado por los Ofendidos",,,405240995,
2019,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.2,Resarcimientos,,,6078253,
2019,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.3,"Seguros, Reaseguros, Fianzas y Cauciones",,,10043116,
2019,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.5,Aprovechamientos por Participaciones Derivadas de la Aplicaci¢n de Leyes,6.1.5.1,Donativos y donaciones,,,450000000,
2019,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.6,Otros Aprovechamientos,6.1.6.3,Aprovechamientos que se Destinen a la Unidad Generadora de los mismos,,,475667171,
2019,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.6,Otros Aprovechamientos,6.1.6.4,Otros No Especificados,,,2922534278,
2019,Anual,3,Ingresos del Sector Paraestatal,7,"Ingresos por Venta de Bienes, Prestaci¢n de Servicios y Otros Ingresos",7.3,Ingresos por Venta de Bienes y Prestaci¢n de Servicios de Entidades Paraestatales Empresariales No Financieras con Participaci¢n Estatal Mayoritaria,,,,,,,961627342,
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.3,Participaciones en el Impuesto Especial sobre Producci¢n y Servicios,,,,,1983946643,
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.5,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,,,,,2151486485,
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.2,Por Incentivos de Fiscalizaci¢n y Gesti¢n de Cobro,8.4.2.3,Por el Impuesto Sobre la Renta,,,1422608565,
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.2,Por Incentivos de Fiscalizaci¢n y Gesti¢n de Cobro,8.4.2.4,Otros,,,395051340,
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.4,Por Multas Administrativas Impuestas por Autoridades Federales No Fiscales,,,,,34604320,
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.5,Fondo de Compensaci¢n del ISAN,,,,,597127395,
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.6,Fondo de Compensaci¢n del R‚gimen de Peque¤os Contribuyentes y del R‚gimen de Intermedios,,,,,199986193,
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.5,Fondos Distintos de Aportaciones,8.5.2,Fondo de Estabilizaci¢n de los Ingresos de las Entidades Federativas,,,,,0,
2019,Primer Trimestre,1,Ingresos locales,1,Impuestos,1.2,Impuestos sobre el patrimonio,1.2.1,Predial,,,,,10920575128,11311195724
2019,Primer Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.1,Por los Servicios de Gr£a y Almacenaje de Veh¡culos,,,,,10652400,9909654
2019,Primer Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.2,Por el Estacionamiento de Veh¡culos en la V¡a P£blica,,,,,25534421,23020376
2019,Primer Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.4,Por los Servicios de Construcci¢n y Operaci¢n Hidr ulica y Por la Autorizaci¢n para Usar las Redes de Agua y Drenaje,,,,,34637593,25499719
2019,Primer Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestaci¢n de servicios,4.3.1,Por Cuotas de Recuperaci¢n por Servicios M‚dicos,,,,,3475385,2925655
2019,Primer Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestaci¢n de servicios,4.3.4,"Por la Prestaci¢n de Servicios del Registro P£blico de la Propiedad y de Comercio, y del Archivo General de Notar¡as",,,,,353184794,347565145
2019,Primer Trimestre,1,Ingresos locales,4,Derechos,4.4,Otros Derechos,4.4.1,Otros Derechos,,,,,98139281,79340557
2019,Primer Trimestre,1,Ingresos locales,4,Derechos,4.5,Accesorios de los Derechos,4.5.1,Accesorios de los Derechos,,,,,61582084,54464976
2019,Primer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.2,"Derivados del uso, aprovechamiento o enajenaci¢n de bienes no sujetos al r‚gimen de dominio p£blico",5.1.2.1,Enajenaci¢n de Bienes Muebles no Sujetos a ser Inventariados,5.1.2.1.2,Planta de Asfalto,93049999,44271716
2019,Primer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.1,"Sanciones, Responsabilidades e Indemnizaciones",,,5557792,0
2019,Primer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.4,Aprovechamientos provenientes de obras p£blicas,6.1.4.1,Sobre Tierras y Construcciones del Dominio P£blico,,,120489824,96649869
2019,Primer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.6,Otros Aprovechamientos,6.1.6.2,Venta de Bases para Licitaciones P£blicas,,,2606607,0
2019,Primer Trimestre,3,Ingresos del Sector Paraestatal,7,"Ingresos por Venta de Bienes, Prestaci¢n de Servicios y Otros Ingresos",7.3,Ingresos por Venta de Bienes y Prestaci¢n de Servicios de Entidades Paraestatales Empresariales No Financieras con Participaci¢n Estatal Mayoritaria,,,,,,,114795674,131159292
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.1,Fondo General de Participaciones,,,,,16466856157,17430070260
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.6,Por ingresos derivados del entero de impuestos,,,,,2315699300,3054362836
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.2,Fondo de Aportaciones M£ltiples,,,,,145949541,229290532
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.3,Convenios,8.3.1,Convenios con la Federaci¢n,,,,,1328833334,1547419105
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.1,Impuesto sobre Autom¢viles Nuevos,,,,,583682493,453509546
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.2,Por Incentivos de Fiscalizaci¢n y Gesti¢n de Cobro,8.4.2.1,Por el Impuesto al Valor Agregado,,,332226996,331767158
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.2,Por Incentivos de Fiscalizaci¢n y Gesti¢n de Cobro,8.4.2.3,Por el Impuesto Sobre la Renta,,,355652142,359779298
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.2,Por Incentivos de Fiscalizaci¢n y Gesti¢n de Cobro,8.4.2.4,Otros,,,132143237,28178702
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.5,Fondo de Compensaci¢n del ISAN,,,,,149281848,149281848
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboraci¢n fiscal,8.4.6,Fondo de Compensaci¢n del R‚gimen de Peque¤os Contribuyentes y del R‚gimen de Intermedios,,,,,87422932,55589357
2019,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboraci¢n Fiscal y Fondos Distintos de Aportaciones",8.5,Fondos Distintos de Aportaciones,8.5.1,Fideicomiso para la Infraestructura de los Estados,,,,,0,2324955.89
2019,Segundo Trimestre,4,Endeudamiento,0,Ingresos Derivados de Financiamientos,0.1,Endeudamiento Interno,,,,,,,0,-2039533978
2019,Segundo Trimestre,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producci¢n, el consumo y las transacciones",1.3.2,"Sobre Loter¡as, Rifas, Sorteos y Concursos",,,,,251395935,211142147.1
2019,Segundo Trimestre,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producci¢n, el consumo y las transacciones",1.3.3,Por la Prestaci¢n de Servicios de Hospedaje,,,,,244474251,245560025.4
2019,Segundo Trimestre,1,Ingresos locales,1,Impuestos,1.5,Impuestos sobre N¢minas y Asimilables,1.5.1,Sobre N¢minas,,,,,12615757871,13219198803
2019,Segundo Trimestre,1,Ingresos locales,1,Impuestos,1.7,Accesorios de los Impuestos,1.7.1,Accesorios de los Impuestos,,,,,361885215,200223840.8
2019,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.1,Por los Servicios de Gr£a y Almacenaje de Veh¡culos,,,,,21304891,18849563.9
2019,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.3,Por el Uso o Aprovechamiento de Inmuebles,,,,,46440402,50869971.77
2019,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.4,Por los Servicios de Construcci¢n y Operaci¢n Hidr ulica y Por la Autorizaci¢n para Usar las Redes de Agua y Drenaje,,,,,79543128,48448157.21
2019,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotaci¢n de bienes de dominio p£blico",4.1.6,Por los Servicios de Recolecci¢n y Recepci¢n de Residuos S¢lidos,,,,,11031203,9895627.97
2019,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestaci¢n de servicios,4.3.1,Por Cuotas de Recuperaci¢n por Servicios M‚dicos,,,,,6843509,6062372
2019,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestaci¢n de servicios,4.3.2,Por la Prestaci¢n de Servicios de Registro Civil,,,,,118415429,122887390.7
